,Unnamed: 0,Assessment Number,Category of Ownership,Annual Rental Value,Effective Date,Property Type,Extent of Site (Sq.Yds),Zone,Ward,Election Ward,Lift,Toilets,Water Tap,Electricity,Attached Bathroom,Water Harvesting,cable connection
2440,10341,1086404972,Private,"1,086",01/04/2021,Residential,56.1,Zone18c,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2441,10342,1086405042,Private,"5,571",09/12/2006,Residential,119.7,Zone18b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2442,10343,1086405068,Private,"4,103",01/10/2017,Residential,0.0,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2443,10344,1086405084,Private,0,09/12/2006,Non Residential,0.0,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2444,10345,1086405114,Private,271,01/04/2021,Residential,22.68,Zone18b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2445,10347,1086405621,Private,"1,529",01/04/2021,Residential,0.0,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2446,10348,1086405983,Private,"3,016",01/04/2021,Residential,0.0,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2447,10349,1086406005,Private,"9,155",01/04/2021,Residential,209.44,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2448,10350,1086406051,Private,"9,067",01/04/2021,Residential,109.61,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2449,10351,1086406243,Private,"2,790",01/04/2021,Residential,93.6,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2450,10352,1086406259,Private,"8,064",01/04/2021,Residential,0.0,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2451,10353,1086406303,Private,"4,107",01/04/2021,Residential,71.68,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2452,10354,1086406637,Private,"4,785",01/04/2018,Residential,141.04,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2453,10355,1086406597,Private,"1,452",01/04/2021,Residential,0.0,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2454,10356,1086406717,Private,"26,575",22/07/2003,Mixed,0.0,Zone13a,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2455,10357,1086406721,Private,"99,730",03/02/2016,Non Residential,0.0,Zone13a,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2456,10358,1086406747,Private,"38,302",01/04/2012,Non Residential,0.0,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2457,10359,1086406772,Private,"46,356",03/02/2016,Non Residential,0.0,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2458,10360,1086406824,Private,"18,282",01/04/2021,Mixed,0.0,Zone13a,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2459,10361,1086406825,Private,"13,356",01/04/2021,Residential,0.0,Zone13a,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2460,10362,1086406826,Private,"13,356",01/04/2021,Residential,0.0,Zone13a,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2461,10363,1086407224,Private,"1,411",13/05/2016,Residential,0.0,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2462,10364,1086407339,Private,"4,223",01/04/2010,Residential,0.0,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2463,10365,1086407263,Private,"4,115",01/04/2021,Residential,133.56,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2464,10366,1086407264,Private,"3,101",01/04/2021,Residential,133.56,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2465,10367,1086407579,Private,"1,482",01/04/2018,Residential,86.4,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2466,10368,1086407701,Private,"3,850",01/04/2021,Residential,107.1,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2467,10371,1086408361,Private,"1,375",01/04/2021,Residential,0.0,Zone13c,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2468,10372,1086408405,Private,"2,369",01/04/2021,Residential,0.0,Zone13c,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2469,10373,1086408548,Private,"11,988",01/04/2021,Residential,0.0,Zone13c,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2470,10374,1086408614,Private,"10,737",01/04/2021,Residential,0.0,Zone13c,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2471,10375,1086408621,Private,"9,923",01/04/2021,Residential,176.66,Zone13c,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2472,10376,1086408731,Private,"6,096",01/04/2021,Residential,209.44,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
2473,10380,1086075795,Private,"7,069",21/01/2010,Residential,0.0,Zone7a,Revenue Ward 69,Election Ward 7,No,0,1,1,0,0,0
2474,10387,1086408857,Private,638,01/04/2021,Residential,48.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2475,10388,1086408935,Private,"1,464",01/04/2021,Residential,31.8,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2476,10391,1086409126,Private,"4,984",01/04/2021,Residential,58.4,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2477,10392,1086409167,Private,"1,139",21/05/2007,Residential,0.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2478,10393,1086409509,Private,"1,275",01/04/2021,Residential,40.07,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2479,10394,1086409395,Private,"2,359",01/04/2021,Residential,60.8,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2480,10395,1086409480,Private,"1,303",01/04/2021,Residential,30.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2481,10396,1086409697,Private,650,01/04/2021,Residential,34.5,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2482,10397,1086409723,Private,"1,031",01/04/2021,Residential,26.25,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2483,10398,1086409778,Private,638,01/04/2021,Residential,30.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2484,10399,1086409853,Private,638,01/04/2021,Residential,0.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2485,10400,1086409903,Private,"1,122",01/04/2021,Residential,234.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2486,10401,1086410022,Private,"1,989",01/04/2021,Residential,375.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2487,10402,1086410026,Private,"2,134",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2488,10403,1086410200,Private,706,23/05/2007,Residential,27.44,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2489,10405,1086410440,Private,"21,600",24/05/2007,Non Residential,150.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2490,10406,1086410476,Private,"1,411",01/04/2021,Residential,53.6,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2491,10407,1086410544,Private,"4,547",25/05/2007,Residential,168.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2492,10408,1086410563,Private,"2,604",01/04/2021,Residential,135.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2493,10409,1086410612,Private,"4,630",01/04/2021,Residential,163.2,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2494,10410,1086410694,Private,"2,278",01/04/2021,Residential,182.6,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2495,10411,1086410777,Private,"3,726",01/04/2021,Residential,179.3,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2496,10412,1086410867,Private,"6,445",01/04/2021,Residential,270.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2497,10413,1086411005,Private,867,01/04/2021,Residential,100.8,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2498,10414,1086411006,Private,867,01/04/2021,Residential,100.8,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2499,10415,1086411101,Private,"2,334",01/04/2021,Residential,135.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2500,10416,1086411521,Private,867,01/04/2021,Residential,219.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2501,10417,1086411522,Private,867,01/04/2021,Residential,219.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2502,10418,1086411524,Private,867,01/04/2021,Residential,219.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2503,10419,1086411525,Private,867,01/04/2021,Residential,219.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2504,10420,1086411526,Private,867,01/04/2021,Residential,219.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2505,10421,1086411624,Private,"12,029",01/04/2021,Residential,389.85,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2506,10422,1086411640,Private,"12,474",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2507,10423,1086411664,Private,"6,720",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2508,10424,1086411880,Private,"7,923",01/04/2021,Residential,123.76,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2509,10425,1086411893,Private,"3,256",01/04/2021,Residential,385.84,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2510,10426,1086411901,Private,"17,304",01/04/2021,Residential,182.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2511,10427,1086411906,Private,"4,052",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2512,10428,1086412114,Private,"2,748",01/04/2021,Residential,243.88,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2513,10429,1086412347,Private,842,01/04/2021,Residential,45.57,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2514,10430,1086412428,Private,"1,328",01/04/2021,Residential,81.9,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2515,10431,1086412476,Private,"2,523",01/04/2021,Residential,0.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2516,10432,1086412561,Private,"2,604",01/04/2021,Residential,100.04,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2517,10433,1086412679,Private,"3,074",01/04/2021,Residential,142.6,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2518,10434,1086412730,Private,"2,567",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2519,10435,1086412808,Private,"2,604",01/04/2021,Residential,144.69,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2520,10436,1086412847,Private,"5,064",01/04/2021,Residential,211.77,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2521,10437,1086412873,Private,"4,086",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2522,10438,1086412896,Private,638,01/04/2021,Residential,80.3,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2523,10439,1086413036,Private,"1,023",01/04/2021,Residential,0.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2524,10440,1086413064,Private,"2,114",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2525,10441,1086413107,Private,"3,266",29/04/2014,Mixed,18.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2526,10442,1086413154,Private,"3,142",01/04/2021,Residential,377.4,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2527,10443,1086413253,Private,638,01/04/2021,Residential,67.64,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2528,10444,1086413295,Private,"3,111",01/04/2021,Residential,442.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2529,10445,1086413356,Private,"1,845",01/04/2021,Residential,703.12,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2530,10447,1086413454,Private,"2,984",01/04/2021,Residential,192.78,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2531,10448,1086413471,Private,"2,615",01/04/2021,Residential,88.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2532,10449,1086413503,Private,638,01/04/2021,Residential,240.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2533,10450,1086413640,Private,"1,845",01/04/2021,Residential,0.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2534,10451,1086413903,Private,"3,293",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2535,10452,1086413904,Private,"8,479",01/04/2021,Residential,135.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2536,10453,1086414079,Private,"3,843",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2537,10454,1086414138,Private,"13,187",01/04/2021,Non Residential,0.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2538,10455,1086414141,Private,"2,646",01/04/2021,Residential,0.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2539,10456,1086414291,Private,"58,752",30/03/2007,Non Residential,0.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2540,10457,1086414334,Private,"4,548",26/04/2007,Mixed,1000.16,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2541,10458,1086414666,Private,"2,974",01/04/2021,Residential,348.4,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2542,10459,1086415281,Private,638,31/05/2008,Residential,0.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2543,10460,1086415194,Private,"7,602",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2544,10461,1086415225,Private,"1,814",01/04/2021,Residential,45.99,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2545,10462,1086415240,Private,"2,903",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2546,10463,1086415376,Private,"3,192",01/04/2021,Residential,381.6,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2547,10464,1086415434,Private,"3,591",01/04/2021,Residential,391.92,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2548,10465,1086415471,Private,638,01/04/2021,Residential,0.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2549,10466,1086415516,Private,"2,856",01/04/2021,Residential,328.05,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2550,10467,1086415564,Private,"3,165",01/04/2021,Residential,931.84,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2551,10468,1086415739,Private,"3,570",01/04/2021,Residential,462.99,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2552,10469,1086415764,Private,"3,444",01/04/2021,Residential,221.84,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2553,10470,1086415811,Private,"1,814",01/04/2021,Residential,79.8,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2554,10471,1086415849,Private,"4,040",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2555,10472,1086415953,Private,"2,883",01/04/2021,Residential,353.6,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2556,10473,1086416012,Private,"5,092",01/04/2021,Residential,362.88,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2557,10474,1086416022,Private,"3,836",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2558,10475,1086416070,Private,"1,148",01/04/2021,Residential,234.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2559,10476,1086416100,Private,"3,780",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2560,10477,1086416104,Private,"3,608",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2561,10478,1086416378,Private,"7,791",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2562,10479,1086416481,Private,"10,035",01/04/2021,Residential,150.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2563,10480,1086416519,Private,"4,322",30/09/2015,Residential,0.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2564,10481,1086416522,Private,"4,939",30/09/2015,Residential,0.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2565,10482,1086448111,Private,"2,268",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 72,Election Ward 72,No,0,1,1,0,0,0
2566,10483,1086416633,Private,"3,843",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2567,10484,1086416654,Private,"2,848",01/04/2021,Residential,130.95,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2568,10485,1086416655,Private,"2,848",01/04/2021,Residential,130.95,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
2569,10493,1086498916,Private,"5,271",01/04/2021,Residential,105.83,Zone18a,Revenue Ward 69,Election Ward 69,Yes,1,0,1,1,0,1
2570,10508,1086419500,Private,"1,115",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2571,10509,1086054665,Private,"5,589",28/02/2015,Residential,0.0,Zone19b,Revenue Ward 70,Election Ward 5,No,0,1,1,0,0,0
2572,10510,1086417679,Private,"1,898",01/04/2021,Residential,84.14,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2573,10511,1086417719,Private,"3,931",01/04/2021,Residential,82.15,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2574,10512,1086417822,Private,"2,858",06/02/2006,Residential,0.0,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2575,10513,1086417895,Private,"19,914",01/04/2021,Non Residential,0.0,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2576,10514,1086417914,Private,"1,200",06/03/2006,Residential,0.0,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2577,10515,1086419727,Private,"5,301",07/01/2015,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2578,10516,1086418173,Private,796,01/04/2021,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2579,10517,1086418171,Private,796,01/04/2021,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2580,10518,1086418172,Private,796,01/04/2021,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2581,10519,1086418174,Private,796,01/04/2021,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2582,10520,1086418343,Private,"4,304",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2583,10521,1086418372,Private,"2,530",01/04/2021,Residential,128.8,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2584,10522,1086418480,Private,"3,726",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2585,10523,1086418594,Private,"3,458",06/07/2006,Residential,70.95,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2586,10524,1086418638,Private,"4,015",01/04/2021,Residential,224.25,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2587,10525,1086418816,Private,"4,927",01/04/2021,Residential,354.95,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2588,10526,1086418819,Private,"6,334",01/04/2021,Residential,313.02,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2589,10527,1086418849,Private,"4,927",01/04/2021,Residential,305.3,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2590,10528,1086418902,Private,"3,709",01/04/2021,Residential,271.22,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2591,10529,1086418942,Private,"3,028",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2592,10530,1086419029,Private,"4,536",01/04/2021,Residential,310.08,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2593,10531,1086418975,Private,"3,028",01/04/2021,Residential,167.2,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2594,10532,1086419011,Private,"4,838",01/04/2021,Residential,232.5,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2595,10533,1086419030,Private,"3,528",01/04/2021,Residential,307.04,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2596,10534,1086419090,Private,"3,528",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2597,10535,1086419106,Private,638,01/04/2018,Residential,238.08,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2598,10536,1086419142,Private,"2,712",01/04/2021,Residential,520.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2599,10537,1086419145,Private,"7,761",01/04/2021,Residential,575.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2600,10538,1086419161,Private,"3,182",01/04/2021,Residential,234.36,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2601,10539,1086419184,Private,"5,027",01/04/2021,Residential,216.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2602,10540,1086419234,Private,"3,760",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2603,10541,1086419237,Private,"3,760",01/04/2021,Residential,224.48,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2604,10542,1086419410,Private,638,14/06/2006,Residential,0.0,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2605,10543,1086419490,Private,"3,437",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2606,10544,1086419510,Private,"17,686",01/04/2021,Mixed,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2607,10545,1086419558,Private,638,20/06/2006,Residential,0.0,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2608,10546,1086419563,Private,638,01/04/2021,Residential,48.51,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2609,10547,1086419621,Private,638,01/04/2021,Residential,0.0,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2610,10548,1086419707,Private,"2,530",23/06/2006,Residential,128.8,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2611,10550,1086419756,Private,638,01/04/2021,Residential,81.78,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2612,10551,1086419918,Private,"3,931",01/04/2021,Residential,286.75,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2613,10553,1086419979,Private,"19,392",01/04/2021,Mixed,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2614,10554,1086420061,Private,"3,326",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2615,10555,1086420147,Private,867,01/04/2021,Residential,176.25,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2616,10556,1086420179,Private,"2,422",28/06/2006,Residential,81.78,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2617,10557,1086420202,Private,"2,822",28/06/2006,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2618,10558,1086420231,Private,"2,496",28/06/2006,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2619,10559,1086420255,Private,"8,140",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2620,10560,1086420286,Private,"1,507",28/06/2006,Residential,0.0,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2621,10561,1086420480,Private,"1,115",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2622,10564,1086420828,Private,"3,064",01/04/2021,Residential,985.8,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2623,10565,1086420866,Private,"1,810",01/04/2021,Residential,182.4,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2624,10566,1086421079,Private,"2,220",01/04/2021,Residential,296.73,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2625,10567,1086421312,Private,638,01/04/2021,Residential,56.0,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2626,10568,1086421867,Private,"2,323",01/04/2021,Residential,417.5,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2627,10569,1086421881,Private,"3,142",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2628,10570,1086421883,Private,"2,974",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2629,10571,1086421924,Private,"4,453",01/04/2021,Residential,1590.16,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2630,10572,1086422076,Private,"2,730",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2631,10573,1086422112,Private,"2,517",01/10/2017,Residential,1052.94,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
2632,10574,1086422164,Private,"1,623",01/04/2021,Residential,375.92,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
